"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日","テスト1","テスト2","テスト3"
"5 ポリマー・高分子・有機材料・有機半導体","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-020-0679-4","Programmable multistage drug delivery to lymph nodes","","","2021/11/19","10","9.6","41.2"
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0679-4","Programmable multistage drug delivery to lymph nodes","","","2021/11/19","10","9.6","41.2"
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-020-0712-7","A Josephson phase battery","","","2021/01/09","10","83.8","87.8"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0712-7","A Josephson phase battery","","","2021/01/09","10","83.8","87.8"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-0712-7","A Josephson phase battery","","","2021/01/09","10","83.8","87.8"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0770-x","Optical fibres with embedded two-dimensional materials for ultrahigh nonlinearity","","","2025/12/01","10","94.9","36.7"
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-020-0770-x","Optical fibres with embedded two-dimensional materials for ultrahigh nonlinearity","","","2025/12/01","10","94.9","36.7"
"1 材料合成・薄膜形成","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-020-0770-x","Optical fibres with embedded two-dimensional materials for ultrahigh nonlinearity","","","2025/12/01","10","94.9","36.7"
"2 デバイス・機能材料の設計・開発・動作・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-00820-0","Nanomedicine and the COVID-19 vaccines","","","2025/01/22","10","63.1","68.3"
"6 リポソーム・LNP・バイオナノ材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-020-00820-0","Nanomedicine and the COVID-19 vaccines","","","2025/01/22","10","63.1","68.3"
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-00820-0","Nanomedicine and the COVID-19 vaccines","","","2025/01/22","10","63.1","68.3"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-0760-z","Stand-off trapping and manipulation of sub-10 nm objects and biomolecules using opto-thermo-electrohydrodynamic tweezers","","","2021/03/21","10","67.3","34"
"4 金属・合金・ナノ粒子・触媒材料","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-020-0760-z","Stand-off trapping and manipulation of sub-10 nm objects and biomolecules using opto-thermo-electrohydrodynamic tweezers","","","2021/03/21","10","67.3","34"
"14 マイクロ・ナノ流体・組織・細胞操作手法","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0760-z","Stand-off trapping and manipulation of sub-10 nm objects and biomolecules using opto-thermo-electrohydrodynamic tweezers","","","2021/03/21","10","67.3","34"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0750-1","Giant Stark splitting of an exciton in bilayer MoS2","","","2020/08/04","10","32.4","19.5"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-0750-1","Giant Stark splitting of an exciton in bilayer MoS2","","","2020/08/04","10","32.4","19.5"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-0750-1","Giant Stark splitting of an exciton in bilayer MoS2","","","2020/08/04","10","32.4","19.5"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0727-0","Room-temperature valleytronic transistor","","","2021/10/11","10","82.5","4.4"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-020-0727-0","Room-temperature valleytronic transistor","","","2021/10/11","10","82.5","4.4"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-0727-0","Room-temperature valleytronic transistor","","","2021/10/11","10","82.5","4.4"
"2 デバイス・機能材料の設計・開発・動作・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-020-0672-y","Optomechanical detection of vibration modes of a single bacterium","","","2022/09/29","10","3.6","66.2"
"14 その他（複合材料・特殊構造体等）","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0672-y","Optomechanical detection of vibration modes of a single bacterium","","","2022/09/29","10","3.6","66.2"
"5 電気・電子・磁気・光学的測定","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0672-y","Optomechanical detection of vibration modes of a single bacterium","","","2022/09/29","10","3.6","66.2"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-0660-2","Phage capsid nanoparticles with defined ligand arrangement block influenza virus entry","","","2025/02/14","10","88.5","82.6"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-020-0660-2","Phage capsid nanoparticles with defined ligand arrangement block influenza virus entry","","","2025/02/14","10","88.5","82.6"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0660-2","Phage capsid nanoparticles with defined ligand arrangement block influenza virus entry","","","2025/02/14","10","88.5","82.6"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-019-0598-4","Tuning inelastic light scattering via symmetry control in the two-dimensional magnet CrI3","","","2024/05/23","10","57.5","7.1"
"1 二次元材料・層状材料・グラフェン・TMDs関連","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-019-0598-4","Tuning inelastic light scattering via symmetry control in the two-dimensional magnet CrI3","","","2024/05/23","10","57.5","7.1"
"4 分光・物性評価・組成/化学分析","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-019-0598-4","Tuning inelastic light scattering via symmetry control in the two-dimensional magnet CrI3","","","2024/05/23","10","57.5","7.1"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-020-0761-y","Functional and morphological adaptation in DNA protocells via signal processing prompted by artificial metalloenzymes","","","2022/11/21","10","19.5","16"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-020-0761-y","Functional and morphological adaptation in DNA protocells via signal processing prompted by artificial metalloenzymes","","","2022/11/21","10","19.5","16"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0761-y","Functional and morphological adaptation in DNA protocells via signal processing prompted by artificial metalloenzymes","","","2022/11/21","10","19.5","16"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-020-00784-1","A DNA-based voltmeter for organelles","","","2022/03/16","10","66.4","36.9"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-020-00784-1","A DNA-based voltmeter for organelles","","","2022/03/16","10","66.4","36.9"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-00784-1","A DNA-based voltmeter for organelles","","","2022/03/16","10","66.4","36.9"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-0678-5","Two-way magnetic resonance tuning and enhanced subtraction imaging for non-invasive and quantitative biological imaging","","","2022/11/09","10","81","82.8"
"4 金属・合金・ナノ粒子・触媒材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-020-0678-5","Two-way magnetic resonance tuning and enhanced subtraction imaging for non-invasive and quantitative biological imaging","","","2022/11/09","10","81","82.8"
"11 ナノ粒子・ナノ構造評価と応用","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0678-5","Two-way magnetic resonance tuning and enhanced subtraction imaging for non-invasive and quantitative biological imaging","","","2022/11/09","10","81","82.8"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-00778-z","A Gd@C82 single-molecule electret","","","2022/08/24","10","13.7","94.1"
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-020-00778-z","A Gd@C82 single-molecule electret","","","2022/08/24","10","13.7","94.1"
"6 シミュレーション・理論・データ駆動型手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-00778-z","A Gd@C82 single-molecule electret","","","2022/08/24","10","13.7","94.1"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-0743-0","Layer-controlled single-crystalline graphene film with stacking order via Cu–Si alloy formation","","","2023/10/09","10","29.6","26.4"
